CODIGO,CATEGORIA,DETALLE,P_UNIT,P_CUARTO,P_DOCENA,STOCK,C_PROMO,P_PROMO,COSTO_REAL,MARGEN_UNI
72102590,MEDIA TOB  DAMA,TOBILLERA DAMA,10.00,25.00,60.00,21,0,,3.50,6.50
1051240,ropa,media de vestir,5.00,12.00,40.0,10,0,10,2.00,3.00
37454545,botas venus,BOTAS BLANCA VENUS H.,45.00,135.00,540.0,57,0,0,36.00,9.00
1230110,ropa,supra interior,12.00,30.00,120.0,134,0,,6.50,5.50
2880320,cuidado personal,set manicura,28.00,80.00,320.0,0,0,,13.00,15.00
45120470,maquillaje,sombra poderosa,45.00,120.00,470.0,2,0,,,0.00
2055210,espejos,espejo grande,20.00,55.00,210.0,10,0,,5.00,15.00
1028110,espejos,espe. mediano,10.00,28.00,115.0,16,0,,3.50,6.50
51350,espejos,ESPEJO  PEQUEÑO CUADRADO,5.00,12.00,48.0,38,0,,,0.00
351350,espejos,espejo flor,5.00,13.00,50.0,2,0,,,0.00
1540150,espejos,esp.panda,15.00,40.00,150.0,4,0,,,0.00
35100390,fajas,FAJA LUMBAR HOMBRE,35.00,100.00,390.0,35,0,,16.00,19.00
1027105,encendedor,ANTORCHA,10.00,27.00,105.0,15,0,,5.00,5.00
652518,encendedor, ENCEND.econ. ,2.00,5.00,18.0,49,0,,0.80,1.20
2451350,encendedor,soplete,5.00,13.00,52.0,19,0,,,0.00
65180710,billetera,chicago,65.00,180.00,710.0,1,0,0,31.00,34.00
38105410,billetera,bill.equipos,48.00,130.00,410.0,4,0,,23.00,25.00
38100400,billetera,puma,38.00,100.00,400.0,1,0,,20.00,18.00
65185740,billeterra,tailand,65.00,185.00,740.0,2,0,,32.00,33.00
70225990,bermuda,ber.,70.00,225.,990.0,2,no.png,,35.00,35.00
90225990,bermudas,berm.,90.00,225.00,990.0,1,no.png,,40.00,50.00
9523751045,bermudas,berm.,95.00,237.50,1045.0,11,no.png,,42.00,53.00
1303511495,pantalon,pantalon varon,130.00,351.00,1495.0,2,no.png,,65.00,65.00
1253701470,pantalon,pantalon v.,125.00,370.00,1470.0,8,no.png,,65.00,60.00
952801100,pantalon,pantalon jeans,95.00,280.00,1100.0,42,no.png,,45.00,50.00
13533751525,pantalon,pantalon over,135.00,337.50,1525.0,17,no.png,,75.00,60.00
1403501540,pantalon,pant. v,140.00,350.00,1540.0,1,no.png,,75.00,65.00
852125935,pantalon,pant. v.,85.00,212.00,935.0,4,no.png,,50.00,35.00
06501515,plastiqueria,set ÃÂ4,30.00,85.00,340.0,1,no.png,,15.00,15.00
7750062024546,plastiqueria,vaso disco,3.004,8.00,30.0,15,no.png,,1.30,1.70
0978231127,plastiqueria,colador de arroz,15.00,40.00,160.0,3,no.png,,8.00,7.00
652518,encendedor, ENCEND.econ. ,2.00,5.00,18.0,49,0,,0.80,1.20
1850190,toallas,toalla micro.,18.00,50.00,190.0,0,no.png,,10.00,8.00
2050190,toallas,color entero,20.00,50.00,200.0,13,no.png,,10.00,10.00
102595,media alg.,talonera ALGODON MARCAS,10.00,25.00,60.00,108,0,,4.00,6.00
7750062002018,plastiqueria,SILLA BARCELONA,55.00,155.00,610.00,14,0,0.00,30.00,25.00
7750498900322,plastiqueria,SILLA BERLIN MARRON,45.00,120.00,475.00,35,0,,21.00,24.00
952801100,pantalon,pantalon jeans,95.00,280.00,1100.0,42,no.png,,45.00,50.00
11528751265,berm. ,dota,115.00,287.00,1265.0,6,no.png,,75.00,40.00
651625715,truzas,canco,65.00,162.00,715.0,35,no.png,,26.00,39.00
6500021223,medias,MEDIAS  DE BOTAS,13.00,36.00,143.00,55,no.png,,9.00,4.00
7800000075755,linternas,LINTERNA FRONTAL,20.00,58.00,230.0,141,0,,9.00,11.00
6973230904803,cargador ,tipo c,40.00,115.00,460.0,2,no.png,,15.00,25.00
6973231205169,cargador t C,cargador tipo C,40.00,115.00,460.0,1,no.png,,15.00,25.00
6973212405465,cargador,tipo c,40.00,115.00,460.0,6,no.png,,15.00,25.00
6973212405755,cargador,tipo c,40.00,115.00,460.0,6,no.png,,15.00,25.00
7750075048225,tinte stereo,colores tintes,5.00,13.00,52.0,40,no.png,,2.00,3.00
6970791120529,cbles carg,cable tranyoo,25.00,65.00,260.0,2,no.png,,10.00,15.00
6973221005526,cable de carg,cable plano,15.00,35.00,140.0,2,no.png,,2.00,13.00
6973202403266,audifonos alambricos,audifonos romax,35.00,95.00,380.0,1,no.png,,16.00,19.00
6956456596175,cable 3,cable 3 salidas,25.00,60.00,240.0,2,no.png,,10.00,15.00
885909627448,cargador,tipo iphone,45.00,120.00,480.0,4,no.png,,25.00,20.00
6934177771682,portatil,car. port. xiomi,170.00,490.00,1960.0,1,no.png,,85.00,85.00
7754807850063,ligas ,ligas alleanza,5.00,12.00,48.0,14,no.png,,2.00,3.00
2050000161605,ligas, LIGAS nove,5.00,12.00,48.0,1,no.png,,,0.00
7750075033245,oxidante eco,oxidante varios,5.00,12.00,48.0,17,no.png,,,0.00
7751851001724,pasta dental,dento herbal,6.00,18.00,70.0,2,no.png,,3.50,2.50
7750243070140,pasta d.,triple accion dento,6.00,18.00,70.0,11,no.png,,3.50,2.50
7509546651705,pasta dental,kolynos,6.00,18.00,70.0,2,no.png,,3.50,2.50
7750243080002,jabon,JABON BOLIVAR AZUL,4.00,12.00,45.0,0,no.png,,2.50,1.50
579643680,maquillaje,esmalte de uñas feryany,8.00,21.00,44.0,18,no.png,,4.00,4.00
10010250,forro   facil,artezco,2.50,7.00,25.0,78,no.png,,0.70,1.80
5901234123457,colores bond,papel col. 8×1.00,1.00,3.00,12.0,423,no.png,,0.10,0.90
3013018752592,bond,bond blanco 10×1.00,1.00,3.00,12.0,787,10,1.00,,0.00
7754807033855,folder t d,verde c/gusanito,12.00,35.00,130.0,11,no.png,,6.00,6.00
7750737360580,manila,sobres,1.00,2.50,10.0,90,no.png,,0.50,0.50
745853462031,guantes quirurgicos,guantes verdes,1.00,3.00,12.0,290,no.png,,0.50,0.50
12404,hilo peq.,hilo colores,4.00,10.00,40.0,51,no.png,,1.00,3.00
3027252,Risador,risador recragble,15.00,42.00,165.0,3,no.png,,10.00,5.00
7750075039469,tubos 2,tinte ketina set,30.00,87.00,340.0,1,no.png,,15.00,15.00
7750075039810,tubo 2,keratina set 2,30.00,87.00,340.0,1,no.png,,15.00,15.00
7750075039834,tubos2,tinte keratina por2,30.00,87.00,348.0,1,no.png,,15.00,15.00
7750075039797,tubos 2,Tinte keratina por 2,30.00,87.00,340.0,1,no.png,,15.00,15.00
7750075039414,tubo por2,rubio claro irizado,30.00,87.00,340.0,1,no.png,,15.00,15.00
7750075045224,tinte bambu,rubio medio purpura,20.00,60.00,230.0,2,no.png,,10.00,10.00
7750075045118,tinte babmbu,rubio cenizo claro,20.00,60.00,230.0,1,no.png,,10.00,10.00
7750075045163,tinte bambu,castaño claro caoba,20.00,60.00,230.0,1,no.png,0.00,10.00,10.00
7750075045217,tinte bambu,castaño claro rojo purpura,20.00,60.00,230.0,1,no.png,0.00,10.00,10.00
7750075045309,tinte bambu,verde,20.00,60.00,230.0,1,no.png,,10.00,10.00
7750075044920,tinte bambu,rubio claro,20.00,60.00,230.0,1,no.png,,10.00,10.00
7750075045286,tinte bambu,plata,20.00,60.00,230.0,1,no.png,,10.00,10.00
2880320,cuidado personal,set ped. ,28.00,80.00,320.0,0,no.png,,13.00,15.00
4904530588471,pilas toshiba,PILA AA  CAJA X 10,4.00,12.00,0,211,10,35.00,2.00,2.00
7891024132371,pasta dental ,colg. triple accion,13.00,38.00,145.0,0,no.png,,7.00,6.00
6947503771126,utiles,lapicero set por 3,8.00,21.00,75.0,2,no.png,,3.00,5.00
5601810561184,PLUMON  INDELEBLE,PLUMON I. WHITE BOARD,4.00,12.00,45.0,11,no.png,,1.50,2.50
6943562101058,plumon.    ind,PLUMON azul,4.00,12.00,45.0,9,no.png,,1.50,2.50
7750082001978,marcador ind.,negro,6.00,16.00,60.0,7,no.png,,4.00,2.00
50150201,lapiceros,azul.rojo.negro,2.00,5.00,20.0,139,no.png,,0.50,1.50
4534534563640,lapicero,oval 083,2.00,5.00,18.0,16,no.png,,,0.00
"881201250,boligrafos,""azul,negro,rojo"",2.50,7.00,25.0,66,no.png,,,0.00"
7750082028265,plumon ind ,cd max,5.00,13.00,50.0,8,no.png,,,0.00
1236270250,lapz,grafito,2.50,7.00,25.0,33,no.png,,,0.00
2322301618,lapiz,A2B,2.00,5.00,20.0,30.00,no.png,,,0.00
777512,tubos ligas,carmin,5.00,13.00,50.0,6,no.png,,,0.00
2627410,plumon,PLUMON pizarra,4.00,10.00,40.0,22,no.png,,,0.00
240821,enc.,ENCENDEDOR PEGAZO,8.00,21.00,80.0,44,no.png,,,0.00
123675004,lapiz,LAPIZ JUMBO,4.00,10.00,40.0,36,no.png,,,0.00
12360403,lapiz,chequeo,3.00,8.00,32.0,33,no.png,,,0.00
12360303,lapiz,bicolor,3.00,8.00,32.0,35,no.png,,,0.00
12363603,lapiz,dual grafito,3.00,8.00,32.0,35,no.png,,,0.00
7750840010242,lapiz,cedar tecnico,2.00,5.00,20.0,13,no.png,,,0.00
7750082210691,corrector,artezco,6.00,16.00,64.0,10,no.png,,,0.00
12061204,corrector,23,4.00,12.00,45.0,22,no.png,,,0.00
12091206,corrector,vikingo,6.00,15.00,60.0,21,no.png,,,0.00
7754807720335,goma,barra ,8.00,22.00,85.0,20,no.png,,,0.00
200803,borrador,blanco,3.00,7.00,28.0,13,no.png,,,0.00
7750212073219,tijera,naranja,3.00,8.00,32.0,2,no.png,,,0.00
7750212073233,tijera,oficina rojo,8.50,24.00,96.0,0,00,,,0.00
0067833,tijera,tijera n,7.00,18 .00,72.0,4,no.png,,,0.00
7750034000738,betun,betun,7.00,20.00,80.0,8,no.png,,,0.00
021259000,cinta,cinta peq.,2.00,5.00,18.0,117,no.png,,,0.00
7750212080521,reglad,estuche g.,10.00,28.00,105.0,23,no.png,,,0.00
7750840004548,tempera,color rojo,10.00,27.00,108.0,2,no.png,,,0.00
6921583157551,silicona,liquido 250ml,10.00,27.00,105.0,2,no.png,,,0.00
6972872535000,notas adesivas,stick note,10.00,27.00,105.0,4,no.png,,,0.00
6972081864908,Petforador ,de 1 punta ,5.00,13.00,50.0,5,no.png,,,0.00
6972685830354,dispensador de cinta,grande dis. ,20.00,55.00,120.0,3,no.png,,,0.00
060815,engrampador,engrampador colores,20.00,55.00,160.0,3,no.png,,,0.00
24250010,grapas,grapas artezco 5000,10.00,25.00,100.0,11,no.png,,,0.00
160200814,cuaderno,CUADERNO ANILLADO MEDIANO,14.00,42.00,165.0,2,no.png,,,0.00
7750212059213,cuaderno,doble empastado,18.00,50.00,200.0,17,no.png,,,0.00
7755354017541,cuaderno,alpha cuadriculado,7.00,20.00,75.0,8,no.png,,,0.00
7750049012511,cuaderno,rayado,5.00,12.00,48.0,19,no.png,,,0.00
509444,cuaderno,layconsa,8.00,21.00,84.0,0,no.png,,,0.00
5002350,carton duplex,CARTULINA DUPLEX,3.50,10.00,40.0,30,no.png,,,0.00
50201100,papelote,rayado,1.50,4.00,16.0,100,no.png,,,0.00
5020150,papelote,bond,1.50,4.00,16.0,40,no.png,,,0.00
04121009,papelote,cuadriculado,1.50,4.00,16.0,197,no.png,,,0.00
273585,boxer,jhon albert,35.00,85.00,340.0,18,no.png,,,0.00
771230052,taper,TAPER ECONOMICO,3.00,8.00,32.00,71,6,15,,0.00
60150550,pant.,pant. clas. ,60.00,150.00,300.0,16,no.png,,,0.00
222341,farm.,bicarbonato,7.00,20.00,78.00,33,no.png,,,0.00
7702027040467,toallas higienicas,invisible,7.00,20.00,80.0,14,no.png,,,0.00
7702027040252,toallas higienicas,nocturna,10.00,28.00,224.0,19,no.png,,5.00,5.00
3445533,alcohol ,alcohol grand,20.00,55.00,210.0,13,no.png,,,0.00
181235,mosquitero,MOSQUITERO DE 2 1/2,35.00,100.00,400.0,7,no.png,,19.00,16.00
181232,mosquitero,MOSQUITERO DE 2P,32.00,95.00,380.0,10,no.png,,18.00,14.00
181228,mosquitero,MOSQUIT. 1 1/2,28.00,84.00,335.0,10,no.png,,18.00,10.00
65568801,talco,esika 500,55.00,160.00,640.0,1,no.png,,,0.00
66213580,MEDIA,FUTSAL ADULTOS,15.00,40.00,160.0,156,no.png,,5.00,10.00
6544402,alcohol med,ALCOHOL P. 120 ML,4.00,10.00,40.0,20,no.png,,1.00,3.00
7752285021258,talco r,TALCO REXONA SET POR 2,26.00,75.00,290.0,2,no.png,,15.00,11.00
7791293044491,talco,rexona talc.,20.00,58.00,230.0,0,no.png,,10.00,10.00
060308,farm. ,violeta,3.00,8.00,30.0,5,no.png,,1.00,2.00
88240950,pantalon,PANTALON DE vestir varon,88.00,240.00,950.0,14,2,170.00,45.00,43.00
0325512,plastiqueria,exprimidor de limon,8.00,24.00,85.00,33,no.png,,5.00,3.00
1002693552,camiseta,CAMISETA EQUIPOS,65.00,160.00,620.0,124,no.png,,35.00,30.00
32100569,casaca,corta viento dama,50.00,140.00,550.0,9,no.png,,25.00,25.00
2035019990,manga l,MANGA LARGA TRABAJO,20.00,50.00,200.0,69,no.png,,9.00,11.00
135135,chutera,chutera v,135.00,390.00,1560.0,72,no.png,,75.00,60.00
22355220,manga larga,M/L CAPUCHA,22.00,55.00,220.0,80,0,0,11.00,11.00
1854200,sombrero,SOMBRERO ALADINO,18.00,50.00,200.0,37,no.png,,10.00,8.00
2055220,sombrero,TAPA SOL SOMBRERO,20.00,55.00,220.00,73,0,,10.00,10.00
"15335140,m/corta trabajo,""polo trabajo S,M,L"",15.00,40.00,140.0,58,no.png,,8.00,7.00"
483140570,truzas,truzas canc v,48.00,140.00,570.0,32,no.png,,25.00,23.00
38105420,truzas,truzas ec,38.00,105.00,542.0,85,no.png,,15.00,23.00
25365260,truzas,truza 25,25.00,65.00,260.0,1,no.png,,9.00,16.00
28370280,truzas,truzas 28,28.00,70.00,280.0,1,no.png,,9.00,19.00
553160640,truzas,truzas ,55.00,160.00,640.0,2,no.png,,25.00,30.00
403132528,sabanas,cubre colchon,40.00,110.0,528.0,23,no.png,0.00,20.00,20.00
717 85 be,tacos d,zapatos dama beige,85.00,250.00,1000.0,3,no.png,,35.00,50.00
20350t2,bebe,m/larga talla 2,20.00,50.00,200.0,11,no.png,,10.00,10.00
20350t4,bebe,m/larga t 4,20.00,50.00,200.0,12,no.png,,10.00,10.00
20350t2p,pant. bebe,pant. t2,20.00,50.00,200.0,1,no.png,,10.00,10.00
50liyape,venta libre,yape 50,50.00,50.00,50.0,50,no.png,,,0.00
G383105,gorras,GORRAS VARIOS,38.00,106.00,410.0,85,no.png,,10.00,28.00
751262004,pant. cha,chaliz recto,28.00,65.00,260.0,27,no.png,,13.00,15.00
0101sil,utiles,silicona barra,1.00,3.00,12.0,8,no.png,,0.40,0.60
6972766013096,cocina,mondadiente,6.00,17.00,33.0,1,no.png,,3.00,3.00
S2570280,sandalia h,SANDALIA TIJERA HOMBRE,25.00,70.00,280.0,71,no.png,,14.00,11.00
of151515,OFERTAS 20,OFERTAS 20,20.00,00,00,7,no.png,,15.00,5.00
M13512,mochilas,nikko  23L,135.00,390.00,1560.0,6,no.png,,60.00,75.00
303060,ohio,cuello v ohio,60.00,160.00,640.0,75,0,00,30.00,30.00
302960,POLOS OHIO,OHIO REDONDO,60.00,160.00,640.0,67,,,30.00,30.00
t20355,truzas,truzas econ. ,20.00,55.00,215.0,7,no.png,,10.00,10.00
p75187820,polos ,polos imp.. ,75.00,187.50,820.0,11.00,no.png,,25.00,50.00
P55137605,polos,polos varon,55.00,137.00,605.0,4,no.png,,20.00,35.00
p58145630,polos,polos varon,58.00,145.00,630.0,22,no.png,0.00,20.00,38.00
p65162715,polos varon,polos,65.00,162.00,715.0,13,no.png,0.00,25.00,40.00
p48120528,polos,polos varon,48.00,120.00,528.0,2,no.png,0.00,20.00,28.00
p383838,polos,polos varon,38.00,95.00,418.0,0,no.png,0.00,18.00,20.00
p68170748,polos,POLOS DE VARON,68.00,170.00,748.0,1,no.png,,28.00,40.00
p60150660,polos varÃÂ³n,polos,60.00,160.00,660.0,12,no.png,,30.00,30.00
pc75187825,polos c/camisa,polo camisero j,75.00,187.00,9825.0,89,no.png,,35.00,40.00
pc65162715,camisero,polo/c ,65.00,162.00,715.0,20,no.png,,25.00,40.00
pc68170748,camisero,p/camisa,68.00,170.00,748.0,1,no.png,,28.00,40.00
pc85212935,camisero,polo/camisero,85.00,212.00,935.0,7,no.png,,40.00,45.00
mc48120528,camisa,manga /corta,48.00,120.00,528.0,27,no.png,,20.00,28.00
mc75187825,camisas ,camisa m/corta,75.00,187.00,825.0,6,no.png,,40.00,35.00
MC982451078,camisas,cam. m/corta,98.00,245.00,1078.0,1,no.png,,55.00,43.00
Cl48120528,camisa m/larga,c/manga larga,48.00,120.00,528.0,5,no.png,,20.00,28.00
CL952371045,camisa m/l,cam. m/l,95.00,237.00,1045.0,5,no.png,,60.00,35.00
CL55137605,cam. larga,cam.manga larga,55.00,137.00,605.0,9,no.png,,28.00,27.00
CL982451078,cam m/larga,m/larga,98.00,245.00,1078.0,5,no.png,,65.00,33.00
CL85212935,camisa m/l,manga larg.,85.00,212.00,935.0,3,no.png,,55.00,30.00
M055137605,m/cero,polo cero,55.00,137.00,605.0,11,no.png,,30.00,25.00
M045112495,m/cero,polo cero,45.00,120.00,495.0,12,no.png,,20.00,25.00
M060150660,cero,m/cero,60.00,160.00,660.0,14,no.png,,20.00,40.00
M03895418,polo/cero,cero,38.00,95.00,418.0,3,no.png,,15.00,23.00
M048120528,poo/cero,cero,48.00,120.00,528.0,6,no.png,,18.00,30.00
M040100440,polo cero,cero,40.00,100.00,440.0,4,no.png,,15.00,25.00
PL60150660,polo/larga,m/larga polo,60.00,160.00,660.0,14,no.png,,30.00,30.00
PL65162715,polo m/l,p.m/larga,65.00,162.00,715.0,5,no.png,,35.00,30.00
PL52130572,p. m/larga,polo m/larga,52.00,130.00,572.0,5,no.png,,30.00,22.00
354120480,sabana,cubre de 1 1/2,35.00,95.00,385.0,7,no.png,,12.00,23.00
2006697200,interiores,dama,20.00,50.00,190.0,56,no.png,,9.00,11.00
7506195148679,shampoo,h&S90ml,10.00,30.00,110.0,0,no.png,,5.00,5.00
7506195148686,shampoo,H&S LIMOIEZA RENV 90ML,10.00,30.00,110.0,3,no.png,,5.00,5.00
7500435127486,ENJUAGUE,DOWNY  FLORAL 360ML,8.00,24.00,96.0,12,no.png,,5.00,3.00
"7500435126113,ENJUAGUE,""DOW.NY INTENSE  FLORAL 1,4L"",25.00,75.00,300.0,11,no.png,,16.00,9.00"
7756641007047,LEGIA,LEGIA CLOROX ROPA COLOR 580ml,7.00,21.00,84.0,22,00,,4.00,3.00
J1028250,plastiqueria,jarra oferta 2litros,10.00,27.00,110.0,1,no.png,,5.00,5.00
C3595385,cortina,c/puerta,35.00,95.00,385.0,6,no.png,,20.00,15.00
SNOC40100,crocs  sand ,S/CROCS NIÑOS,40.00,120.00,470.0,122,no.png,,20.00,20.00
6941626382351,uñas postizas,u. pie,15.00,38.00,165.0,2,no.png,0.00,8.00,7.00
6941626382368,uñas,u. pie,15.00,38.00,165.0,1,no.png,0.00,8.00,7.00
MRey78225900,mesas,rey mesas,78.00,225.00,900.0,8,no.png,0.00,48.00,30.00
259015700,esmalte,esmalte eco.,5.00,14.00,55.0,8,no.png,,3.00,2.00
vic2563275,gorras,vicera d,25.00,65.00,275.0,10,no.png,,10.00,15.00
788492808274,capilar,mascara karsell,50.00,150.00,590.0,4,no.png,,30.00,20.00
13c33143,plast.,cesto ropa,20.00,55.00,200.00,5,00,,10.00,10.00
cap45115495,sandalia,capellada hombre,45.00,115.00,495.0,183,no.png,,25.00,20.00
CIE2055220,bolsos rayas, BOLSO RAYAS cierre grande,20.00,57.00,223.0,11,no.png,,10.00,10.00
mpes3090336,mascara,mascara esika rosado,30.00,90.00,360.0,2,no.png,,25.00,5.00
7908371626092,crema ,corporal natura,35.00,100.00,400.0,1,no.png,,25.00,10.00
)02=200105017)10=L5F0,perfume,prints morado,35.00,105.00,420.0,0,no.png,,22.00,13.00
)02=200117345)10=A5P0,mascara,esika m blanco,30.00,90.00,360.0,1,no.png,,20.00,10.00
PL50125550,polo m/larga,polo /larga,50.00,125.00,550.0,2,no.png,,25.00,25.00
PL2562275,polo m/l,polo m/larga,25.00,70.00,275.0,2,no.png,,15.00,10.00
PL68170748,polo m/larga,polo m/larga,68.00,170.00,748.0,2,no.png,,30.00,38.00
PL58145638,polo  m/larga,polo m/larga,58.00,150.00,638.0,4,no.png,,30.00,28.00
CCV85212935,camisa vestir,c/corta  vestir,85.00,212.00,935.0,12,no.png,,45.00,40.00
CLV75187825,cam. larga vestir ,c/ vestir m/larga,75.00,187.00,825.0,16,no.png,,45.00,30.00
PLW85212935,polo m/l wafer,wafer m/larga,85.00,212.00,935.0,2,no.png,,45.00,40.00
SLD3895418,short licra,sh licra dep. ,38.00,95.00,418.0,33,no.png,,16.00,22.00
SUD58145638,licra,sudadera licra,58.00,150.00,638.0,18,no.png,,23.00,35.00
CD60150660,cero dep.,cam. cero dep. ,60.00,160.00,660.0,21,no.png,,30.00,30.00
CJC85212935,cam. jeans cap. ,cam. jaens cap. ,85.00,212.00,935.0,6,no.png,,45.00,40.00
165211,set sab.,azorti sab,85.00,224.00,880.0,0,no.png,,,0.00
991192,azorti,sab. alaya 2 p,85.00,224.00,880.0,0,no.png,,65.00,20.00
870997,sab. ,sab. 2 p cassia,85.00,224.00,880.0,1,no.png,,75.00,10.00
169984,sab. az,2p kanto,85.00,224.00,880.0,1,no.png,,75.00,10.00
785063,sab. ,az. 2p milano,85.00,224.00,880.0,1,no.png,,75.00,10.00
SCAP45112,capellada,CAPE. DAMA VARIOS,45.00,112.00,495.0,62,no.png,,25.00,20.00
STM2565275,san tijera,mujer tijera,25.00,70.00,275.0,18,no.png,,15.00,10.00
SLH3895418,LUOFU TIJERA HOMBRE,LUOFU TIJ. HOMBRE,38.00,95.00,418.0,83,no.png,,20.00,18.00
SEM1538165,ECON. SANDALIA,EC. TIJERA DAMA,15.00,40.00,160.0,13,no.png,,10.00,5.00
SCE2570275,CAPELLADA GOMA,CAPELLADA ECON. VARON,25.00,70.00,275.0,68,00,,10.00,15.00
SNO2562275,SANDALIA NIÑO,SANDALIA NIÑO,25.00,70.00,275.0,11,00,0.00,10.00,15.00
CAPN3075330,CAPELLADA NIÑO,CAPELLADA ECON NIÑO,30.00,85.00,330.0,8,00,,20.00,10.00
GREN58145638,GRENDENE,GRENDA NIÑO,58.00,155.00,638.0,1,no.png,0.00,30.00,28.00
IPAN3895,IPA NEMA,TIJ IPAN. NIÑO,38.00,95.00,418.0,12,no.png,0.00,20.00,18.00
RIN45115495,RIDER,RIDER NIÑO,45.00,120.00,480.0,6,00,0.00,18.00,27.00
ECON2055220,sandalia,SANDALIA TIJERA NIÑO,20.00,55.00,220.0,23,no.png,0.00,10.00,10.00
CARN85215935,cart niño,cartago niño,85.00,240,935.0,9,no.png,0.00,55.00,30.00
SNT1542162,sandALIA NIÑO,SANDALIA NIÑOS VARIOS,15.00,42.00,162.0,5,00,,8.00,7.00
SANN48135528,SANDALIA NIÑO,SANDALIA NIÑO,48.00,135.00,528.0,6,00,,20.00,28.00
SLDA3590385,sandalia,LUOFU TIJERA DAMA,35.00,90.00,385.0,17,no.png,,20.00,15.00
SANA2570275,sand.,sandalia NIÑA,25.00,70.00,275.0,6,no.png,,12.00,13.00
SAB50140550,sand.,sand. niña brasilera,50.00,140.00,550.0,5,no.png,0.00,30.00,20.00
IPA3084330,san.,ipanema niÃÂ±a,30.00,85.00,330.0,3,no.png,,15.00,15.00
IPA3598385,sand. brasi cap,ipan. niña cap,35.00,98.00,385.0,6,no.png,0.00,18.00,17.00
CORT45126495,cortina,cort. ventana,45.00,126.00,495.0,1,no.png,,25.00,20.00
CORT55154605,cortina ,cortina grande,55.00,155.00,605.0,4,no.png,,35.00,20.00
G55154605,gorra impor,gorra marcas,55.00,155.00,605.0,65,no.png,,25.00,30.00
G1542165,gorras eco,gorra trabajo,15.00,42.00,165.0,2,no.png,,10.00,5.00
G45126495,gorra,gorra malla,45.00,126.00,495.0,8,no.png,,20.00,25.00
G48135528,gorra,gorra m.,48.00,135.00,528.0,12,00,,23.00,25.00
GS45126495,gorra,gorra model.,45.00,126.00,495.0,14,no.png,,25.00,20.00
G2570275,gorra,gorra s,25.00,70.00,275.0,3,no.png,,10.00,15.00
)02=200117345)10=A5P0,rimel,rimel extremer primer,30.00,90.00,360.0,1,no.png,,20.00,10.00
7908371651391,rimel,mascara unna,50.00,140.00,920.0,1,no.png,,,0.00
7909189253128,rimel,legendary extension,26.00,73.00,286.0,1,no.png,,10.00,16.00
0013498,rimel,yanbal rimel azul app,32.00,90.00,360.0,11,no.png,,25.00,7.00
7909189290277,rimel,mascara mega blaster,20.00,60.00,240.0,3,no.png,,10.00,10.00
0013768,rimel,yanbal negro,30.00,60.00,360.0,2,no.png,,,0.00
0013769,rimel,yanbal marron rimel,30.00,90.00,360.0,2,no.png,,,0.00
6972747393452,pestaÃÂ±as,PESTAÑAS TIRA,12.00,35.00,132.0,9,no.png,,,0.00
698411421646,pegamento p.,pegamento revel pest.,10.00,30.00,120.0,9,no.png,,,0.00
6897964632125,UÑAS POSTIZAS,UÑAS POSTIZAS DE  MANO,12.00,35.00,132.0,7,no.png,,7.00,5.00
6972654865653,risador,risador beauty,10.00,28.00,110.0,4,no.png,,4.00,6.00
pes1236132,pest.,pestaÑA 1X1,12.00,26.00,132.0,1,no.png,0.00,5.00,7.00
RIS51555,risador,risador eco,5.00,15.00,55.0,4,no.png,,2.00,3.00
PI12510,peine,peine patrullero,1.00,2.50,10.0,14,no.png,,0.40,0.60
BS2879305,boxer,supra boxer,28.00,79.00,308.0,80,no.png,,14.00,14.00
4014503130,polos,POLOS GALAXY,50.00,130.00,520.0,3,0,,15.00,35.00
YOU120336,mochilas,MOCHILAS YOU,120.00,336.00,1320.0,0,no.png,,60.00,60.00
6937594602621,espiral,GALLITO ESPIRAL,4.00,12.00,45.0,0,no.png,,2.00,2.00
TRAP51455,trapeador,TRAPEADOR ECON.,5.00,14.00,55.0,49,no.png,0.00,3.00,2.00
TRAP1028110,TRAPEADOR,TRAPEADOR,10.00,28.00,110.0,107,no.png,0.00,4.00,6.00
MAND2570275,MANDIL ANTI FLUIDO,MANDIL ANT.,25.00,70.00,275.0,0,no.png,,,0.00
GT1028110,GUANTES ,GU0ANTES DE LAVAR,10.00,28.00,110.0,8,no.png,,5.00,5.00
7750243079693,detergente,patito 140g,2.00,6.00,22.0,56,no.png,,0.80,1.20
7759918006347,lavavajilla en pasta,ayudin 850g,13.00,39.00,154.0,2,no.png,,9.00,4.00
7750243079075,detergente,bolivar 320g,7.00,21.00,84.0,27,no.png,,5.00,2.00
7750243080644,detergente,OPAL 320g,7.00,21.00,84.0,1,no.png,,5.00,2.00
7750243079099,detergente,bolivar  ROSADO 730g,13.00,39.00,156.0,9,00,,10.00,3.00
7750243079051,detergente,bolivar azul 730g,13.00,39.00,156.0,16,no.png,,10.00,3.00
7891024136102,enjuague bucal,colgate plax,23.00,69.00,276.0,3,no.png,,15.00,8.00
7756641006712,poet,azul,8.00,24.00,96.0,4,no.png,,4.00,4.00
7756641006828,poet,rosado 880g,8.00,24.00,96.0,1,no.png,,4.00,4.00
7756641006811,poet,morado 880g,8.00,24.00,96.0,3,no.png,,4.00,4.00
"7500435253178,Downy,""floral 2,6L"",36.00,105.00,420.0,3,no.png,,25.00,11.00"
7759918006194,ayudin,liquido,8.00,24.00,96.0,16,no.png,,5.00,3.00
