CODIGO,CATEGORIA,DETALLE,P_UNIT,P_CUARTO,P_DOCENA,STOCK,C_PROMO,P_PROMO,COSTO_REAL,MARGEN_UNI
PPP001,POLERAS OVER,P. BALACLAVA OVERSISE,125.00,0,0,8,no.png,0.00,0.00,0.00
F40Q,MEDIAS FELPA,MEDIA FELPA 3/4,10.00,28.00,0,8,no.png,0.00,0.00,0.00
F41Q,MEDIAS FELPA,MEDIAS FELPA LARGA PANTY,12.00,34.00,00,12,no.png,0.00,0.00,0.00
SOMBN01,SOMBRERO NIÑO,SOMB. NIÑO VARIOS,25.00,70.00,0,11,no.png,0.00,0.00,0.00
SOMBN02,SOMBRERO NIÑAS,SOMBRERO NIÑAS V.,25.00,70.00,,17,no.png,0.00,0.00,0.00
GNN0118,NIÑOS,GORRO BEBE,18.00,50.00,,11,no.png,0.00,0.00,0.00
GNNA0120,NIÑAS,GORRO NIÑA,20.00,56.00,,18,no.png,0.00,0.00,0.00
SOM15N,NIÑAS,SOMBRERO NIÑAS ECO.,15.00,42.00,,1,no.png,0.00,0.00,0.00
CHF35,CHUYOS,CH. FELPA OREJAS  MOVIBLES,35.00,98.00,,11,no.png,0.00,0.00,0.00
CHS15,CHUYO NIÑOS,CH. HILO ECON.,15.00,42.00,,10,no.png,0.00,0.00,0.00
CHFV01,CHUYOS,CH. FELPA P. VARIOS,30.00,84.00,,18,no.png,0.00,0.00,0.00
CHHN30,CHUYO,CHUYO H. NIÑOS,30.00,84.00,,9,no.png,0.00,0.00,0.00
CHHNA30,CHUYOS H.,CHUYOS HILO NIÑAS,30.00,0,,11,no.png,0.00,0.00,0.00
GHHNA28,GORRO NIÑO,GORRO HILO NIÑO,28.00,78.00,,3,no.png,0.00,0.00,0.00
8433626128780,FAJAS,CALZON FAJA,25.00,70.00,,12,no.png,0.00,0.00,0.00
8435294950120,FAJAS,CALZON AUMENTO,35.00,98.00,,7,no.png,0.00,0.00,0.00
6944428702105,CALZON FAJA,C. LINDA LUNA EFECTO RED.,35.00,98.00,,5,no.png,0.00,0.00,0.00
GYK82838,FAJAS,C. FAJA LATEX,30.00,84.00,,9,no.png,0.00,0.00,0.00
BOD2056,INTERIOR DAMA,BOXER DAMA,20.00,56.00,,14,no.png,0.00,0.00,0.00
POLD68,DAMA P.,POLERA CERRADA DAMA,68.00,,,0,no.png,0.00,0.00,0.00
620EI,CAMISETA,MEDIA DOC DE C. ITALIA,310.00,,,1,no.png,0.00,0.00,0.00
620PNN,CAMISETAS,DOC CAM. PORTUGAL N,51.70,,620.00,18,no.png,0.00,0.00,0.00
310CN,CAMISETAS,CAMISETAS NIKE NEGRO,310.00,,,1,no.png,0.00,0.00,0.00
6118A,CUBRECAMA,C. GOLD SUN 7P,190.00,0,,3,no.png,0.00,0.00,0.00
M25P,MANTA O.,MANTA PEQUEÑA,25.00,,,3,no.png,0.00,0.00,0.00
M250P,COLCHAS BEBE,COLCHA BEBE,28.00,70.00,,6,no.png,0.00,0.00,0.00
900159,AZZORTI,C. 2P CONFORTER,145.00,,,3,no.png,0.00,0.00,0.00
900159,AZZORTI,C. CONFORTER 2 P,145.00,,,3,no.png,0.00,0.00,0.00
666513,AZZORTI,C. POMPOM BONIA,145.00,,,1,no.png,0.00,0.00,0.00
3017906,AZZORTI,C. 2P INFINIT,145.00,,,1,no.png,0.00,0.00,0.00
713889,AZZORTI,C. CONFOTER MILANO,145.00,,,1,no.png,0.00,0.00,0.00
609942,AZZORTI,C. CONF. CARMIN 2P,125.00,,,1,no.png,0.00,0.00,0.00
347145,AZZORTI. C.,C. CONF. ANNIK 2P,145.00,,,1,no.png,0.00,0.00,0.00
792671,AZZORTI,C. 2P ZENNETI,145.00,,,1,no.png,0.00,0.00,0.00
3024896,AZZORTI,C. 2P CIRILO,145.00,,,1,no.png,0.00,0.00,0.00
497608,AZZORTI,CUB. 2P MAE,145.00,,,1,no.png,0.00,0.00,0.00
449561,AZZORTI,C D. 2P QUILD ASIRIO,120.00,,,1,no.png,0.00,0.00,0.00
460027,AZZORTI,C. QUILT CASSIA 2P D,120.00,,,1,no.png,0.00,0.00,0.00
609277,AZZORTI,QUILT GALAXIA,120.00,,,1,no.png,0.00,0.00,0.00
922342,AZZORTI,C. D 2P QUILT MUSSA,145.00,,,1,no.png,0.00,0.00,0.00
"730766,C. D 2P AZZORTI,""C. 2P D, QUILT LORIA"",120.00,,,1,no.png,0.00,0.00,0.00"
215M,CAPAS DAMA,CAPAS DAMA VARIOS,48.00,,,3,no.png,0.00,0.00,0.00
PMK001,PROD. K,MULTIUSOS,10.00,28.00,,12,no.png,0.00,0.00,0.00
"PMK002,""PROD,. K"",MULTIUSOS,15.00,42.00,,12,no.png,0.00,0.00,0.00"
FDMM,FELIIZ DIA MAMA,ADORNO,5.00,,,11,no.png,0.00,0.00,0.00
"SCNA40100400,SAN CAPELADA,""CROSC  NIÑAS,  CAPELLADA "",40.00,00,00,64,no.png,0.00,0.00,0.00"
R1103,INTERIOR NIÑA,SET RISITOS,35.0,,,9,no.png,0.00,0.00,0.00
CAC10,CAJAS DIA DE LA M,CAJA P D CORAZON,10.00,,,1,no.png,0.00,0.00,0.00
"CAC13,CAJA D L M,""CAJA C, M"",13.00,,,2,no.png,0.00,0.00,0.00"
OFERTAS5,VARIOS,OFERTA5,5.00,,,7,no.png,0.00,0.00,0.00
38105240,TRUZAS,TRUZAS ECON,38.00,105,,5,no.png,0.00,0.00,0.00
CA4089BOL,CAJAS,CAJA REG. D MM,10.00,,,12,no.png,0.00,0.00,0.00
6922965172506,EVER BEAUTY,LABIAL LIQUIDO MATTE,25.00,00,00,16,no.png,0.00,0.00,0.00
BO1200PAP,REGALOS,REGALO  CARTERA,10.00,,,11,no.png,0.00,0.00,0.00
3297L,BOLSA R.,BOLSA RELIEVE DAMA,20.00,,,7,no.png,0.00,0.00,0.00
CI10,REG TRANSP.,CAJA TRANSP.,7.00,,,12,no.png,0.00,0.00,0.00
CI10110,CAJA,CAJA LARGA FELIZ DIA,10.00,,,10,no.png,0.00,0.00,0.00
CI1015,CAJA REG.,CAJA G TRANSPARENTE,15.00,,,12,no.png,0.00,0.00,0.00
CI1012,CAJA R.,CAJA REG ROJO,10.00,,,11,no.png,0.00,0.00,0.00
6216620712559,BOLSA DE REG.,BOLSA DE REGALO HOMBRE,20.00,,,11,no.png,0.00,0.00,0.00
4066765231222,CHIMPUN,PREDATOR LEAGUE LL 8 1/2,420.00,,,2,no.png,0.00,0.00,0.00
4066765314987,CHIMPUM ADIDAS,PREDATOR LEAGUE LL 8,420.00,,,1,no.png,0.00,0.00,0.00
4066756672706,CHUTERA ADIDAS,X CRAZYFAST. 4 TF 8 1/2,360.00,,,1,no.png,0.00,0.00,0.00
4067904043980,CHUTERA ADIDAS,PRED. LEAGUE 9 1/2 AMAR,420.00,,,1,no.png,0.00,0.00,0.00
4067904040248,CHUTERA ADIDAS,PRED. LEAGUE TF 9 AMAR,420.00,,,1,no.png,0.00,0.00,0.00
1053001200,BERMUDA JEANS,BERMUDA VARIOS,105.00,280.00,00,32,2,200.00,0.00,0.00
4067892391193,CHIMPUM ADIDAS,PREDATOR LEAGUE FG/MG 9,420.00,,,1,no.png,0.00,0.00,0.00
4066765290588,CHIMPUN ADIDAS,X CRAZY FAST LEAGUELL FG 6 1/2,435.00,,,0,no.png,0.00,0.00,0.00
4066756725792,CHIMPUN ADIDAS,X CRAZYFAST .4 FXG 8 1/2,370.00,,,0,no.png,0.00,0.00,0.00
4067903096796,CHIMPUN ADIDAS,PRED CLUB OCK FG/MG 9 1/2,350.0,,,1,no.png,0.00,0.00,0.00
"6974048895840,ZAPATILLA NIÑOS,""Z. URBANA NEGRO 8,9,0,1,2"",160.00,,,4,no.png,0.00,0.00,0.00"
4067892308399,CHUTERA ADIDAS,PREDATOR LEAGUE LL NARA 8 1/2,420.00,,,1,no.png,0.00,0.00,0.00
4067892350596,CHUTERA ADIDAS,PREDATOR LEAGUE TF 8,400.00,,,1,no.png,0.00,0.00,0.00
"FLORN,ZAPATILLA NIÑA,""FLOR N 27,8,9,0,1,2"",130.00,,,6,no.png,0.00,0.00,0.00"
"6926717518673,ZAPATILLAS NIÑO,""NEGRO CON BLANCO 32,3,4,5,6"",160.00,,,5,no.png,0.00,0.00,0.00"
X2,CANASTA NIÑOS,MOSTAZA CANASTA 33,60.00,,,0,no.png,0.00,0.00,0.00
"019,TACOS NIÑA,""PLATA 26,26"",55.00,,,2,no.png,0.00,0.00,0.00"
R115,SANDALIA NIÑA,SAND NEGRO T27,65.00,,,1,no.png,0.00,0.00,0.00
"ROSADO,SAND TACO NIÑA,""BB T27,9"",45.00,,,2,no.png,0.00,0.00,0.00"
"N05,ZAP. NIÑOS,""N05 NEGRO 22,3,4,4,5"",120.00,,,5,no.png,0.00,0.00,0.00"
"710,ZAP NIÑA,""CANASTA ROS. BEBE 20,0,1,1"",65.00,,,4,no.png,0.00,0.00,0.00"
"N21,SAND NIÑA,""SAND. TACO NIÑA 28,9,0,1,2"",55.00,,,5,no.png,0.00,0.00,0.00"
"019,SAND TACO NIÑA,""SAND PLATA NIÑA 23,5,5"",55,,,3,no.png,0.00,0.00,0.00"
"PALOROSA,SAND TACO NIÑA,""SAND PALO ROSA 23,5,6"",45.00,,,3,no.png,0.00,0.00,0.00"
"052,SAND NIÑA,""YOGURT NIÑA 23,5,6,6,9"",45.00,,,5,no.png,0.00,0.00,0.00"
"N33,SAND NIÑA,""ROSA NIÑA 29,0,1,2"",55.00,,,4,no.png,0.00,0.00,0.00"
775,ZAPATO BEBE,PALO ROSA BEBE T=21,55.00,,,1,no.png,0.00,0.00,0.00
"N09,SAND NIÑA,""SAND NEGRO NIÑA 33,3,4,4,5,6"",55.00,,,5,no.png,0.00,0.00,0.00"
"12,ZAPATO NÑO,""CANASTA MARRON 28,9,0,1,2"",68.00,,,5,no.png,0.00,0.00,0.00"
CHARLY,ZAPATO BEBE,CANASTA AZUL BEBE T19,40.00,,,1,no.png,0.00,0.00,0.00
"1921,SANDA DAMA,""SANADALIA BRAEL NEGRO 8,7"",65.00,,,2,no.png,0.00,0.00,0.00"
2023101669745,COLET,SET COLET,4.00,12.00,,23,no.png,0.00,0.00,0.00
"3132,SAND. DAMA,""SAND. NEGRO 35,7 D. LOGAN"",45.00,,,2,no.png,0.00,0.00,0.00"
118,ZAPATO BB,ZAPATO BEBE T20,25.00,,,1,no.png,0.00,0.00,0.00
"2018H,ZAPATO HOMBRE,""ZAPATILLA URB. HUMBERS 40,0,1,2"",190.00,,,4,no.png,0.00,0.00,0.00"
"170Z,ZAPATILLA DAMA,""Z. NEGRO  35,6,6,7,7,8"",170.00,0,,6,no.png,0.00,0.00,0.00"
"108H,ZAPATO,""ZAPATO ESCOLAR 38,0,0,1,2"",180.00,,,4,no.png,0.00,0.00,0.00"
"M80128,ZAP. UNISEX,""ZAP. NEGRO 36,7,8,9"",190.00,,,1,no.png,0.00,0.00,0.00"
"4141,ZAPATILLA,""ZAP. HOMBRE 43,44"",175.00,,,2,no.png,0.00,0.00,0.00"
"2608M,ZAPATILLA DAMA,""BEIGE CELESTE 36,7,8,9,0"",180.00,,,4,no.png,0.00,0.00,0.00"
24371,ZAPATILLAS Dama,zapatilla pink talla 39,180.00,,,1,no.png,0.00,0.00,0.00
HJ166,ZAPATILLA HOMBRE,ZAPATILLA PLOMO TALLA 43,150.00,,,1,no.png,0.00,0.00,0.00
2611H,ZAPATILLA HOMBRE,ZAPATILLA NEGRO TALLA 40-41,190.00,,,0,no.png,0.00,0.00,0.00
2611H,ZAPATILLA HOMBRE,ZAPATILLA NEGRO TALLA 40-41,190.00,,,0,no.png,0.00,0.00,0.00
HJ166N,ZAPATILLA HOMBRE,ZAPATILLA B.NEGRO TALLA 42,150.00,,,0,no.png,0.00,0.00,0.00
HJ166B,ZAPATILLA HOMBRE,ZAPATILL BEIS VERDE TALLA 39-41,150.00,,,1,no.png,0.00,0.00,0.00
ED166B,ZAPATILLA,ZAPATILLA BLCK GRAY TALLA 38,170.00,,,0,no.png,0.00,0.00,0.00
VI1127,ZAPATILLA,ZAPATILLA BLCK TALLA 42,160.00,,,1,no.png,0.00,0.00,0.00
4369,ZAPATILLA,ZAPATILLA BLACK TALLA 36-37,180.00,,,0,no.png,0.00,0.00,0.00
4324,ZAPATILLA,ZAPATILLA BLACK TALLA 43,185.00,,,1,no.png,0.00,0.00,0.00
4142,ZAPATILLA,ZAPATILLA ARMY GREEN TALLA 43-44,190.00,,,2,no.png,0.00,0.00,0.00
4047,ZAPATILLA,ZAPATILLA GREEN TALLA 44,180.00,,,1,no.png,0.00,0.00,0.00
ED166,ZAPATILLA,ZAPATILLA BEIGE B. TALLLA 36-37-38,170.00,,,3,no.png,0.00,0.00,0.00
ED166W,ZAPATILLAS,ZAPATILLAS WHITE GRAY TALLA 38,170.00,,,1,no.png,0.00,0.00,0.00
VI1127B,ZAPATILLAS,ZAPATILLAS B. BLUE TALLA 42,160.00,,,0,no.png,0.00,0.00,0.00
VI1127B,ZAPATILLAS,ZAPATILLAS B BLACK TALLA 40,160.00,,,0,no.png,0.00,0.00,0.00
VI1127BBB,ZAPATILLA,ZAPATILLAS BROW BLACK TALLA 41,160.00,,,1,no.png,0.00,0.00,0.00
6095,ZAPATILLA,ZAPATILLA NEGRO TALLA 40-41-42-43,190.00,,,3,no.png,0.00,0.00,0.00
014A,ZAPATILLA,ZAPATILLA AGUA TALLA 39-40-41,190.00,,,3,no.png,0.00,0.00,0.00
NO666,CALENTADOR DAMA,C. EFECT PIEL TALLA 40,40.00,,,12,no.png,0.00,0.00,0.00
XM22311,PANTALON,PANTALONETA MUJER,48.00,,,6,no.png,0.00,0.00,0.00
24B701,PANTALON,PANTALONETA MUJER,40.00,,,5,no.png,0.00,0.00,0.00
6920100120412,PANTALON,CALENTADOR MUJER,25.00,,,10,no.png,0.00,0.00,0.00
2050002463141,BOTAS,BOTAS SOXO TALLA 37,140.00,,,1,no.png,0.00,0.00,0.00
1056680208716,ZAPATILLA,ZAPATILLA AZALEIA BLANCO TALLA 37,180.00,,,1,no.png,0.00,0.00,0.00
0013697,PERFUME YANBAL,DENDUR,95.00,,,0,no.png,0.00,0.00,0.00
"0013429,""PERFUME H, Y"",TEMPTATION,95.00,,,1,no.png,0.00,0.00,0.00"
7908240831695,PERFUME H NATURA,HOMEN CORAGIO,170.00,00,00,1,00,0.00,0.00,0.00
7908240839158,PERUM. H. NATURA,HOMEN  NATURA,85.00,,,1,no.png,0.00,0.00,0.00
)02=200060760)10=211049514,PERFUME HOMBRE,NITRO AIR,60.00,,,1,no.png,0.00,0.00,0.00
)02=200105335)10=211057714,PEFUME H. L´BEL,LIVE POLO,120.00,,,1,no.png,0.00,0.00,0.00
0014097,PERFUME H. YANBAL,SELECTO,78.00,,,1,no.png,0.00,0.00,0.00
0012790,PERFUME H. YANBAL,SOLO,95.00,,,1,no.png,0.00,0.00,0.00
)02=200120109)10=208013415,PERFUME L´BEL H.,D´ORSAY GRAND,108.00,,,1,no.png,0.00,0.00,0.00
")02=200106290)10=211023414,""PERFUME H, L´BEL"",D´ORSAY INSPIRE,108.00,,,0,no.png,0.00,0.00,0.00"
")02=200094217)10=211017715,""PERFUME L´BEL H,"",D´ORSAY,108.00,,,1,no.png,0.00,0.00,0.00"
)02=200108671)10=212026714,PERFUME H. ESIKA,EROS,83.00,,,1,no.png,0.00,0.00,0.00
)02=200113547)10=209019014,PERFUME U.,YOU GOOD VIBES,74.00,,,1,no.png,0.00,0.00,0.00
7909883055622,PERFUME NATURA,RIOS CHUVA COLONIA NATURA,146.00,,,1,no.png,0.00,0.00,0.00
0013407,PERFUME H. YANBAL,AROM ELEMENT,95.00,,,1,no.png,0.00,0.00,0.00
7909189259649,PERFUME AVON,BLACK SUEDE SECRET,50.00,,,1,no.png,0.00,0.00,0.00
0013055,PERFUME H. YANBAL,OSADIA H.,95.00,,,3,no.png,0.00,0.00,0.00
)02=200039855)10=201035715,PERFUME H. CYZONEº,NITRO,60.00,,,2,no.png,0.00,0.00,0.00
0013202,PERFUME H. YANBAL,MUSK,75.00,,,2,no.png,0.00,0.00,0.00
0012800,PERFUME YANBAL H.,AROM,100.00,,,2,no.png,0.00,0.00,0.00
)02=200108408)10=201008915,PERFUME H. ESIKA,YOU,70.00,,,4,no.png,0.00,0.00,0.00
7909189246847,PERFUME H.,300KM/H SURFER,60.000,,,2,no.png,0.00,0.00,0.00
0013981,PERFUME H. YANBAL,SOLO ELIXIR,95.00,,,3,no.png,0.00,0.00,0.00
7909189212569,PERFUME H. AVON,300 KM/H ADRENALINE,50.00,,,5,no.png,0.00,0.00,0.00
7908371678237,PERFUME H. NATURA,KAIAK,110.00,,,1,no.png,0.00,0.00,0.00
7899846036686,PERFUME H. NATURA,ME INTENSIONO LUEGO MEDITO,90.00,,,4,no.png,0.00,0.00,0.00
7909189214006,PERFUME H. AVON,WILD COUNTRY RUSH,60.00,,,2,no.png,0.00,0.00,0.00
7909189067473,PERFUME AVON,WILD COUNTRY,60.00,,,0,no.png,0.00,0.00,0.00
)02=200116502)10=201000115,PERFUME H. ESIKA,KALOS MAX,85.00,,,1,no.png,0.00,0.00,0.00
)02=200099047)10=212008214,PERFUME H. ESIKA,KALOS SPORT,85.00,,,1,no.png,0.00,0.00,0.00
")02=200116520)10=211018015,""PERFUME H, ESIKA"",MAGNAT ELITE,85.00,,,0,no.png,0.00,0.00,0.00"
7908371678251,PERFUME H. NATURA,KAIAK AVENTURA,90.00,,,1,no.png,0.00,0.00,0.00
7909883031220,PERFUME H. NATURA,KAIAK O2,90.00,,,0,no.png,0.00,0.00,0.00
0013090,PERFUME H. YANBAL,JAQUE,110.00,,,0,no.png,0.00,0.00,0.00
7899846036662,PERFUME H. NATURA,ENTRE TU Y YO ME Q. C. NOS.,110.00,,,1,no.png,0.00,0.00,0.00
7909189321261,PERFUME AVON,WILD COUNTRY LEGEND,60.00,,,1,no.png,0.00,0.00,0.00
0013054,PERF. H. YANBAL,QHM BLACK,120.000,,,4,no.png,0.00,0.00,0.00
)02=200093883)10=210040815,COLONIA ESIKA,MEN ACTIVE,35.00,,,1,no.png,0.00,0.00,0.00
)02=200093883)10=211018315,COLONIA H.,MEN ACTIVE COLONIA,35.00,,,1,no.png,0.00,0.00,0.00
7702006299978,SHAMPOO  H.,SHAMPOO EGO FUSION 2EN 1,25.00,,,1,no.png,0.00,0.00,0.00
7702006300292,SHAMPOO H.,EGO BLACK LIIMPIEZA ACTIVA,25.00,,,0,no.png,0.00,0.00,0.00
7702006300247,SHAMPOO H.,EGO SHAMPOO FORCE CONTROL CAIDA,25.00,,,0,no.png,0.00,0.00,0.00
7908371636268,PERFUME NATURA,ESSENCIAL MINI,45.00,,,0,no.png,0.00,0.00,0.00
ROLL22,DESODORANTE,ROLL NATURA,25.00,,,3,no.png,0.00,0.00,0.00
PLAS,FORRO DE CANASTA,TRANSP. FORRO DE CANASTA,2.00,,,29,no.png,0.00,0.00,0.00
VNN35,HOMBRE,VARIOS NATURA,35.00,,,3,no.png,0.00,0.00,0.00
GEL02,GEL CAB.,GEL CABELLO,2.00,,,3,no.png,0.00,0.00,0.00
0013691,COLONIA,AROMA TERAPIA FLOR DE DE NARANJO,45.00,,,1,no.png,0.00,0.00,0.00
0013552,HOMBRE,GEL POS BARBA,25.00,,,1,no.png,0.00,0.00,0.00
0014039,DESODORANTE H.,SOLO ELIXIR DES,15.00,,,0.00,no.png,0.00,0.00,0.00
0013318,DESODORANTE,AROM DESODORANTE,15.00,,,1,no.png,0.00,0.00,0.00
75067342,DESODORANTE,REXONA ROLL,20.00,,,0,no.png,0.00,0.00,0.00
0013322,DESODORANTE,AROM ABSOLUTE ROLL,15.00,00,00,1,no.png,0.00,0.00,0.00
0013698,DESODORANTE,DENDUR DESTINY ROLL,15.00,,,3,no.png,0.00,0.00,0.00
0013115,DESORANTE,DES. VIVO H.,15.00,,,1,no.png,0.00,0.00,0.00
7501438326104,GEL DE CAB.,MOCO DE GORILA,15.00,,,0,no.png,0.00,0.00,0.00
7909189219414,SHAMPOO H.,SHAMPOO 300KM/H AVON,18.00,,,2,no.png,0.00,0.00,0.00
0013187,DESODORANTE,DES. QHM SOUL,15.00,,,0,no.png,0.00,0.00,0.00
0011976,DESODORANTE,SOLO DES.,15.00,,,1.00,no.png,0.00,0.00,0.00
0013319,DESODORANTE,QHM BLACK,15.00,,,1,no.png,0.00,0.00,0.00
7702006298940,GEL EGO,EGO ATTRACTION,7.00,,,0,no.png,0.00,0.00,0.00
7702006299817,GEL HOMBRE,G. EGO EXTREME MAX,7.00,,,3,no.png,0.00,0.00,0.00
7702006207850,GEL DE H.,GEL EGO ULTRA INTENSE,7.00,,,4,no.png,0.00,0.00,0.00
7909883191047,NATURA,SET MINI KAIK,125.00,,,1,no.png,0.00,0.00,0.00
TBB25,TOALLA BEBE,TOALLA BEBE,25.00,,,5,no.png,0.00,0.00,0.00
SBB25,SABANILLA BEBE,SABANILLA BEBE,25.00,,,2,no.png,0.00,0.00,0.00
SBB3232,BEBE,SABAILLA ALG. BEBE,32.00,,,2,no.png,0.00,0.00,0.00
7752285034036,DESODORANTE,REXONA MEM  SACHET TIRA  X10,2.50,0,20.00,40,no.png,0.00,0.00,0.00
SBC4545,COLCHA BEBE,COLCHA BEBE CARN.,45.00,,,1,no.png,0.00,0.00,0.00
OF80W,LAMPARA,LAMPARA GOLIN,40.00,,,11,no.png,0.00,0.00,0.00
CB7575,SAND DAMA,PLATAFORMA NEGRO T35,75.00,,,1,no.png,0.00,0.00,0.00
4067892492708,ZAP. ADIDAS,RESPONSE 8,380.00,,,1,no.png,0.00,0.00,0.00
4067892492753,ZAP ADIDAS,RESPONSE 8 1/2,380.00,,,1,no.png,0.00,0.00,0.00
4067892492746,ZAP ADIDAS,RESPONSE 9,380.00,,,1,no.png,0.00,0.00,0.00
4067904698104,ZAP URB. ADIDAS,GRAND COURT BAS.2.0  9 NEGRO,350.00,,,0,no.png,0.00,0.00,0.00
4066748730100,ZAP URB. ADIDAS,ADVANTAGE BLANCO 5 1/2,330.00,,,1,no.png,0.00,0.00,0.00
4065427718019,ZAP. URB ADIDAS,GRAND COURT 2.0 BLANCO,330.00,,,1,no.png,0.00,0.00,0.00
4066754827610,ZAP. ADIDAS DAMA,QUESTAR 2W 6 1/2,420.00,,,0,no.png,0.00,0.00,0.00
4067892851222,ZAP URB. ADIDAS,GRAND COURT BASE 2.0 NEGRO 5 1/2,320.00,,,1,no.png,0.00,0.00,0.00
4067888366488,ZAP. URB ADIDAS,ADVANTAGE BASE 2.0 NEGRO 5 1/2,320.00,,,1,no.png,0.00,0.00,0.00
4067888366419,ZAP. URB. ADIDAS,ADVANTAGE BASE 2.0 6,320.00,,,1,no.png,0.00,0.00,0.00
4066748954803,ZAP ADIDAS,DURAMO 10   6 1/2,345.00,,,1,no.png,0.00,0.00,0.00
4066748966110,ZAP. ADIDAS,DURAMO 10      9 1/2,345.00,,,0,no.png,0.00,0.00,0.00
4066748958528,ZAP. ADIDAS,DURAMO 10    5  1/2,345.00,,,1,no.png,0.00,0.00,0.00
4066748958443,ZAP ADIDAS,DURAMO 10   6,345.00,,,1,no.png,0.00,0.00,0.00
PPP001XL,POLERA HOMBRE,P. BALACLAVA XL,135.00,,,5,no.png,0.00,0.00,0.00
5039839,JOYERIA YANBAL,COECCION ALYSSA,125.00,,,0,no.png,0.00,0.00,0.00
"COL1800,HOGAR,""COLCHON 1 1/2  """"7"""""",180.0,0,0,1,no.png,0.00,0.00,0.00"
7750243067553,DETERGENTE,BOLIVAR 4.2 K,65.00,00,00,1,no.png,0.00,0.00,0.00
CINA8888,FRIO NIÑOS,CONJ. FRIO NIÑAS,88.00,,,5,no.png,0.00,0.00,0.00
PNE454545,POLERA EC. NIÑOS,POLERA ECO. NIÑOS,45.00,,,8,no.png,0.00,0.00,0.00
PNE252525,POLERA FRESH,POLERA FRESH NIÑOS,25.00,,,6,no.png,0.00,0.00,0.00
PN555555,POLERA FRANELA N,P. FRANELA NIÑOS,58.00,,,3,no.png,0.00,0.00,0.00
BU30N,BUSOS NIÑOS,BUSOS NIÑOS,30.00,,,8,no.png,0.00,0.00,0.00
CNI8585,CONJ. IMP. NIÑAS,CONJUNTO 3 P NIÑA,85.00,,,10,no.png,0.00,0.00,0.00
EF850000,FRIO ENT.,ENTERIZO FELPA GRANDES,85.00,,,3,no.png,0.00,0.00,0.00
BU35N,BUSOS NIÑOS,BUSOS FRESH NIÑOS,35.00,98.00,,31,no.png,0.00,0.00,0.00
MXVVW506,CALENTADOR NIÑAS,CALENTADOR NIÑAS,22.00,57,,12,no.png,0.00,0.00,0.00
PPN5512,FRIO CASACA,CAS. PELUCHE NIÑAS,55.00,,,5,no.png,0.00,0.00,0.00
AZOTIC,,CARTERA AZ,85.00,,,0,no.png,0.00,0.00,0.00
7908132274913,CREMA N,C. TODODIA FRANBUESA,45.00,,,0,no.png,0.00,0.00,0.00
CINA8888O,CONJ. FRIO NIÑO,CONJUNTO IMPORTADO NIÑO,88.00,,,5,no.png,0.00,0.00,0.00
PPNEE,CASACA,CASACA PELUCHE NIÑA,35.00,,,1,no.png,0.00,0.00,0.00
BO8518,BERMUDAS,BERMUDAS OAKLEY,85.00,238.00,,23,no.png,0.00,0.00,0.00
Q98274,BERMUDAS,B. QUIKS,98.00,274.00,,42,0,0.00,0.00,0.00
6920100136086,CALENTADOR H,CAL. MANGA LARGA,25.00,,,8,no.png,0.00,0.00,0.00
6935610800013,PONCHO G,PONCHO GRANDE,35.00,,,12,no.png,0.00,0.00,0.00
BOTASVN,NIÑOS,BOTAS NIÑOS 21/33,35.00,,,57,no.png,0.00,27.00,8.00
CAMISA,CAMISA DAMA,CAMISA DAMA,40,,,1,no.png,0.00,0.00,0.00
MPE50,MALETIN,MALETIN ECON.,50.00,,,5,no.png,0.00,0.00,0.00
VO057,FAJAS VICKY,ENTERIZO C/ TIRANTES TS,125.00,0,0,0.00,no.png,0.00,0.00,0.00
VO057XL,FAJAS VICKY,ENTER. C/ TIRANTES XL,135.00,0,0,3,no.png,0.00,0.00,0.00
VO062XL,FAJAS VICKY,BODY C/ TIRANTES XL,135.00,0,0,2,no.png,0.00,0.00,0.00
VO06,FAJAS VICKY,BODY C/ TIRANTES,115.00,,,7,no.png,0.00,0.00,0.00
V052,FAJAS VICKY,BOXER LEVANTA GLUTEO TM,65.00,,,1,no.png,0.00,0.00,0.00
070029000008,CINTURILLA SILHOUETTE,SILHOUETTE MODEL. XS,65.00,,,1,no.png,0.00,0.00,0.00
070024000003,SILHOUETTE CINT.,SILHOUETTE MOD.,75.00,,,1,no.png,0.00,0.00,0.00
070034000000,SILHOUETTE MOD.,SILHOUETTE XL NEGRO,75.00,,,1,no.png,0.00,0.00,0.00
070024000003,SILHOUETTE CINT.,SILHOUETTE MOD.,75.00,,,1,no.png,0.00,0.00,0.00
CVO354,CARTERAS,CART. OFERTAS,35.00,,,5,no.png,0.00,0.00,0.00
CVO304,CARTERAS,CARTERAS OFERTAS,30.00,,,4,no.png,0.00,0.00,0.00
NAT454545,CARTERAS,CARTERA PEQ. NATURA,45.00,,,1.00,no.png,0.00,0.00,0.00
535080,CARTERA B.,BOLSO FEMENINO ACQUA,85.001,,,1,no.png,0.00,0.00,0.00
AZ852,CARTERA,BOLSO LILA AZZORTI,85.00,,,0,no.png,0.00,0.00,0.00
CVV55,CARTERAS,CARTERAS  VARIOS,55.00,,,4,no.png,0.00,0.00,0.00
AZ707,CARTERAS,CART. SURTIDOS,70.00,,,4,no.png,0.00,0.00,0.00
CVO100,CARTERAS,CARTERAS VARIOS,100.00,,,3,no.png,0.00,0.00,0.00
